1	0.09836928559989597
2	0.09836928559989597
3	0.09836928559989597
4	0.09836928559989597
5	0.09836928559989597
6	0.09836928559989597
7	0.09836928559989597
8	0.03736356563037284
9	0.03736356563037284
10	0.03736356563037284
11	0.011244771271421575
12	0.010819579092818181
13	6.44991457525972E-4
14	6.44991457525972E-4
15	6.44991457525972E-4
16	1.0870547441175268E-4
17	1.0870547441175268E-4
18	2.1252416034359906E-5
19	2.1252416034359906E-5
20	2.1252416034359906E-5
21	2.1252416034359906E-5
22	2.1252416034359906E-5
23	2.1252416034359906E-5
24	2.1252416034359906E-5
25	1.8888227050122267E-5
26	1.8888227050122267E-5
27	1.8888227050122267E-5
28	1.1165428203389597E-5
29	1.1165428203389597E-5
30	1.1165428203389597E-5
31	1.1165428203389597E-5
32	1.1165428203389597E-5
33	1.1165428203389597E-5
34	1.1165428203389597E-5
35	1.1165428203389597E-5
36	1.92203392009981E-7
37	1.92203392009981E-7
38	1.849067070171504E-7
39	1.849067070171504E-7
40	1.849067070171504E-7
41	1.743741792461336E-7
42	1.743741792461336E-7
43	1.743741792461336E-7
44	1.743741792461336E-7
45	1.743741792461336E-7
46	8.824476836547938E-8
47	2.9287942323804545E-8
48	2.9287942323804545E-8
49	2.9287942323804545E-8
50	2.9287942323804545E-8
51	2.9287942323804545E-8
52	2.9287942323804545E-8
53	2.9287942323804545E-8
54	2.9287942323804545E-8
55	2.9287942323804545E-8
56	2.9287942323804545E-8
57	2.9287942323804545E-8
58	2.9287942323804545E-8
59	2.9287942323804545E-8
60	2.9287942323804545E-8
61	2.9287942323804545E-8
62	2.9287942323804545E-8
63	2.9287942323804545E-8
64	2.261981208191279E-8
65	2.261981208191279E-8
66	2.261981208191279E-8
67	2.261981208191279E-8
68	2.261981208191279E-8
69	2.261981208191279E-8
70	2.261981208191279E-8
71	2.261981208191279E-8
72	2.261981208191279E-8
73	2.261981208191279E-8
74	2.0069699839531022E-8
75	2.0069699839531022E-8
76	2.0069699839531022E-8
77	2.0069699839531022E-8
78	2.0069699839531022E-8
79	2.0069699839531022E-8
80	2.0069699839531022E-8
81	2.0069699839531022E-8
82	2.0069699839531022E-8
83	2.0069699839531022E-8
84	2.0069699839531022E-8
85	2.0069699839531022E-8
86	5.81938477762641E-9
87	5.81938477762641E-9
88	8.536142590241875E-10
89	8.536142590241875E-10
90	8.536142590241875E-10
91	8.536142590241875E-10
92	8.536142590241875E-10
93	8.536142590241875E-10
94	8.536142590241875E-10
95	8.536142590241875E-10
96	8.536142590241875E-10
97	8.536142590241875E-10
98	8.536142590241875E-10
99	8.536142590241875E-10
100	8.536142590241875E-10
101	5.372369731010889E-10
102	5.372369731010889E-10
103	5.372369731010889E-10
104	1.8501782094193394E-10
105	1.8501782094193394E-10
106	1.7441183845605777E-10
107	1.7441183845605777E-10
108	1.7441183845605777E-10
109	1.7441183845605777E-10
110	1.7441183845605777E-10
111	1.7441183845605777E-10
112	1.7441183845605777E-10
113	1.7441183845605777E-10
114	1.7441183845605777E-10
115	1.7441183845605777E-10
116	1.7441183845605777E-10
117	1.7441183845605777E-10
118	1.7441183845605777E-10
119	1.7441183845605777E-10
120	1.7441183845605777E-10
121	1.7441183845605777E-10
122	1.7441183845605777E-10
123	1.7441183845605777E-10
124	1.7441183845605777E-10
125	1.7441183845605777E-10
126	1.7441183845605777E-10
127	1.7441183845605777E-10
128	1.7441183845605777E-10
129	1.7441183845605777E-10
130	1.7441183845605777E-10
131	1.7441183845605777E-10
132	1.7441183845605777E-10
133	1.6113368058708665E-10
134	1.6113368058708665E-10
135	1.6113368058708665E-10
136	1.6113368058708665E-10
137	1.6113368058708665E-10
138	1.6113368058708665E-10
139	1.6113368058708665E-10
140	1.6113368058708665E-10
141	1.6113368058708665E-10
142	1.6113368058708665E-10
143	1.6113368058708665E-10
144	1.6113368058708665E-10
145	1.6113368058708665E-10
146	1.6113368058708665E-10
147	1.6113368058708665E-10
148	1.6113368058708665E-10
149	1.6113368058708665E-10
150	1.6113368058708665E-10
151	1.6113368058708665E-10
152	4.2627449309773666E-11
153	4.2627449309773666E-11
154	4.2627449309773666E-11
155	4.010846577820652E-11
156	4.010846577820652E-11
157	1.0777658404110144E-11
158	1.0777658404110144E-11
159	1.0777658404110144E-11
160	1.0777658404110144E-11
161	8.359147008907457E-12
162	7.769295631212306E-12
163	7.769295631212306E-12
164	7.769295631212306E-12
165	7.769295631212306E-12
166	7.642280765295488E-12
167	7.642280765295488E-12
168	7.642280765295488E-12
169	7.642280765295488E-12
170	7.642280765295488E-12
171	7.642280765295488E-12
172	7.5118024572198E-12
173	7.5118024572198E-12
174	7.5118024572198E-12
175	5.90380159176754E-12
176	2.1305553575923155E-12
177	6.221334324667907E-13
178	6.221334324667907E-13
179	1.7682413466314813E-13
180	1.2390082553336494E-14
181	1.2390082553336494E-14
182	4.597125795976294E-15
183	2.658178550078061E-15
184	2.2649631854598553E-15
185	2.2649631854598553E-15
186	2.2613773929594477E-15
187	2.2613773929594477E-15
188	2.2613773929594477E-15
189	2.2613773929594477E-15
190	2.2555708485245547E-15
191	2.244771944688139E-15
192	9.465673163852023E-16
