1	89	200	92	80
2	107	157	108	46
3	130	200	130	80
4	198	200	86	94
5	73	200	79	82
6	121	162	75	74
7	75	200	162	80
8	55	200	63	71
9	89	181	139	73
10	97	200	106	74
11	154	166	148	87
12	128	147	63	74
13	70	200	84	81
14	36	200	117	75
15	93	200	106	74
16	99	200	77	97
17	173	200	123	56
18	114	200	67	53
19	84	200	83	102
20	95	200	110	91
21	101	200	86	60
22	87	200	67	60
23	65	182	51	68
24	138	200	115	43
25	100	200	100	71
26	200	175	81	72
27	54	200	53	69
28	56	200	157	44
29	106	200	200	85
30	77	200	103	72
31	109	200	70	57
32	108	200	200	57
33	131	167	93	104
34	101	200	60	86
35	75	200	96	73
36	69	145	58	82
37	71	200	114	85
38	74	200	44	90
39	86	149	122	52
40	119	200	200	71
41	50	200	83	64
42	168	200	114	44
43	88	200	80	56
44	92	134	124	87
45	107	200	84	101
46	200	200	83	87
47	119	200	83	82
48	79	200	83	93
49	56	200	61	76
50	89	200	96	90
51	200	200	200	54
52	65	200	56	49
53	73	200	131	86
54	74	173	112	127
55	104	200	118	70
56	62	200	72	65
57	200	200	115	110
58	138	193	121	91
59	79	200	130	54
60	77	200	200	83
61	87	200	67	81
62	157	200	69	99
63	152	200	65	72
64	69	200	78	70
65	64	200	74	65
66	138	200	85	78
67	63	200	200	64
68	86	200	90	73
69	137	200	123	75
70	140	200	50	65
71	43	200	68	81
72	80	167	200	81
73	82	139	81	94
74	200	200	200	70
75	154	200	83	90
76	195	200	79	47
77	121	200	80	57
78	117	171	69	57
79	65	200	64	45
80	112	200	82	54
81	70	200	51	49
82	114	200	105	96
83	75	200	91	61
84	115	200	73	88
85	200	200	97	56
86	81	200	89	70
87	175	200	83	55
88	95	188	60	90
89	62	200	105	51
90	58	200	64	91
91	69	197	105	90
92	75	200	70	50
93	101	200	67	78
94	92	191	166	70
95	60	198	92	58
96	112	200	78	74
97	104	200	59	69
98	108	200	85	105
99	83	200	117	75
100	84	200	127	56
