1	0.100272066
2	0.100272066
3	0.071018824
4	0.071018824
5	0.064451011
6	0.064451011
7	0.064451011
8	0.04669421
9	0.04669421
10	0.04669421
11	1.18E-02
12	1.18E-02
13	1.18E-02
14	1.18E-02
15	1.18E-02
16	1.18E-02
17	5.82E-03
18	5.82E-03
19	1.33E-03
20	1.33E-03
21	1.33E-03
22	3.69E-04
23	3.69E-04
24	3.69E-04
25	2.35E-05
26	1.89E-06
27	1.89E-06
28	1.89E-06
29	1.89E-06
30	9.94E-07
31	9.94E-07
32	9.94E-07
33	7.99E-07
34	1.15E-08
35	1.15E-08
36	1.15E-08
37	1.01E-08
38	4.26E-09
39	2.61E-09
40	2.35E-09
41	2.35E-09
42	2.35E-09
43	2.35E-09
44	2.35E-09
45	2.35E-09
46	2.35E-09
47	1.18E-10
48	1.18E-10
49	1.18E-10
50	1.18E-10
51	1.18E-10
52	1.18E-10
53	8.71E-11
54	8.71E-11
55	8.71E-11
56	7.49E-11
57	1.59E-11
58	4.25E-12
59	3.63E-12
60	3.63E-12
61	2.53E-13
62	2.53E-13
63	2.53E-13
64	2.53E-13
65	1.42E-13
66	4.54E-14
67	3.56E-14
68	3.04E-14
69	2.88E-14
70	2.84E-14
71	3.89E-15
72	3.89E-15
73	3.89E-15
74	2.12E-16
75	0.00E+00
76	0.00E+00
77	0.00E+00
78	0.00E+00
79	0.00E+00
80	0.00E+00
81	0.00E+00
82	0.00E+00
83	0.00E+00
84	0.00E+00
85	0.00E+00
86	0.00E+00
87	0.00E+00
88	0.00E+00
89	0.00E+00
90	0.00E+00
91	0.00E+00
92	0.00E+00
93	0.00E+00
94	0.00E+00
95	0.00E+00
96	0.00E+00
97	0.00E+00
98	0.00E+00
99	0.00E+00
100	0.00E+00
